ID_Transaccion,Fecha,Dia_Semana,Producto,Categoria,Canal_Venta,Cantidad,Precio_Unitario,Ventas_Soles,Costo_Soles,Utilidad_Soles
TX-1225,2026-08-10,Monday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1226,2026-08-10,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1227,2026-08-11,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1228,2026-08-11,Tuesday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,3,34.0,102.0,72.0,30.0
TX-1229,2026-08-11,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,5,34.0,170.0,120.0,50.0
TX-1230,2026-08-11,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1231,2026-08-11,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1232,2026-08-11,Tuesday,Leche Gloria 400g,Lácteos,WhatsApp,5,4.2,21.0,15.5,5.5
TX-1233,2026-08-11,Tuesday,Detergente Opal 1kg,Limpieza,WhatsApp,1,12.0,12.0,8.2,3.8
TX-1234,2026-08-11,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1235,2026-08-11,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1236,2026-08-11,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1237,2026-08-11,Tuesday,Inca Kola 1.5L,Bebidas,WhatsApp,1,7.5,7.5,4.8,2.7
TX-1238,2026-08-11,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,3,34.0,102.0,72.0,30.0
TX-1239,2026-08-11,Tuesday,Pollo Entero kg,Carnes/Frescos,WhatsApp,5,9.8,49.0,34.5,14.5
TX-1240,2026-08-11,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1241,2026-08-11,Tuesday,Detergente Opal 1kg,Limpieza,Delivery / App,4,12.0,48.0,32.8,15.2
TX-1242,2026-08-11,Tuesday,Aceite Primor 1L,Abarrotes,WhatsApp,2,11.5,23.0,17.0,6.0
TX-1243,2026-08-11,Tuesday,Galletas Soda Field,Snacks,Tienda Física,3,2.5,7.5,4.2,3.3
TX-1244,2026-08-12,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1245,2026-08-12,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1246,2026-08-12,Wednesday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1247,2026-08-12,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1248,2026-08-12,Wednesday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,2,24.5,49.0,36.0,13.0
TX-1249,2026-08-12,Wednesday,Inca Kola 1.5L,Bebidas,Delivery / App,5,7.5,37.5,24.0,13.5
TX-1250,2026-08-12,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1251,2026-08-12,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1252,2026-08-12,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1253,2026-08-12,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1254,2026-08-12,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,4,9.8,39.2,27.6,11.6
TX-1255,2026-08-12,Wednesday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,1,9.8,9.8,6.9,2.9
TX-1256,2026-08-12,Wednesday,Leche Gloria 400g,Lácteos,WhatsApp,3,4.2,12.6,9.3,3.3
TX-1257,2026-08-13,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1258,2026-08-13,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,5,34.0,170.0,120.0,50.0
TX-1259,2026-08-13,Thursday,Aceite Primor 1L,Abarrotes,Tienda Física,5,11.5,57.5,42.5,15.0
TX-1260,2026-08-13,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1261,2026-08-13,Thursday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1262,2026-08-13,Thursday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1263,2026-08-13,Thursday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,2,24.5,49.0,36.0,13.0
TX-1264,2026-08-13,Thursday,Arroz Costeño 5kg,Abarrotes,Delivery / App,3,24.5,73.5,54.0,19.5
TX-1265,2026-08-13,Thursday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1266,2026-08-13,Thursday,Arroz Costeño 5kg,Abarrotes,WhatsApp,1,24.5,24.5,18.0,6.5
TX-1267,2026-08-13,Thursday,Inca Kola 1.5L,Bebidas,Yape / Plin,2,7.5,15.0,9.6,5.4
TX-1268,2026-08-13,Thursday,Detergente Opal 1kg,Limpieza,WhatsApp,2,12.0,24.0,16.4,7.6
TX-1269,2026-08-13,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1270,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1271,2026-08-14,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1272,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1273,2026-08-14,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1274,2026-08-14,Friday,Galletas Soda Field,Snacks,Yape / Plin,1,2.5,2.5,1.4,1.1
TX-1275,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1276,2026-08-14,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1277,2026-08-14,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1278,2026-08-14,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1279,2026-08-14,Friday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1280,2026-08-14,Friday,Pollo Entero kg,Carnes/Frescos,WhatsApp,1,9.8,9.8,6.9,2.9
TX-1281,2026-08-14,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1282,2026-08-14,Friday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1283,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Delivery / App,3,4.2,12.6,9.3,3.3
TX-1284,2026-08-14,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1285,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,5,12.0,60.0,41.0,19.0
TX-1286,2026-08-14,Friday,Galletas Soda Field,Snacks,Yape / Plin,4,2.5,10.0,5.6,4.4
TX-1287,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1288,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Delivery / App,5,4.2,21.0,15.5,5.5
TX-1289,2026-08-14,Friday,Galletas Soda Field,Snacks,WhatsApp,2,2.5,5.0,2.8,2.2
TX-1290,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Tienda Física,4,4.2,16.8,12.4,4.4
TX-1291,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1292,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1293,2026-08-14,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1294,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1295,2026-08-14,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1296,2026-08-14,Friday,Leche Gloria 400g,Lácteos,Tienda Física,4,4.2,16.8,12.4,4.4
TX-1297,2026-08-14,Friday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1298,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1299,2026-08-15,Saturday,Galletas Soda Field,Snacks,Tienda Física,4,2.5,10.0,5.6,4.4
TX-1300,2026-08-15,Saturday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1301,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1302,2026-08-15,Saturday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1303,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1304,2026-08-15,Saturday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1305,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1306,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1307,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,5,24.5,122.5,90.0,32.5
TX-1308,2026-08-15,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1309,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Delivery / App,3,9.8,29.4,20.7,8.7
TX-1310,2026-08-15,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1311,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,4,9.8,39.2,27.6,11.6
TX-1312,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Yape / Plin,3,9.8,29.4,20.7,8.7
TX-1313,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1314,2026-08-15,Saturday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,5,34.0,170.0,120.0,50.0
TX-1315,2026-08-15,Saturday,Leche Gloria 400g,Lácteos,Delivery / App,2,4.2,8.4,6.2,2.2
TX-1316,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,WhatsApp,5,24.5,122.5,90.0,32.5
TX-1317,2026-08-15,Saturday,Aceite Primor 1L,Abarrotes,WhatsApp,3,11.5,34.5,25.5,9.0
TX-1318,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1319,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1320,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1321,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,WhatsApp,3,12.0,36.0,24.6,11.4
TX-1322,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1323,2026-08-15,Saturday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1324,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,Yape / Plin,3,12.0,36.0,24.6,11.4
TX-1325,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1326,2026-08-15,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,3,34.0,102.0,72.0,30.0
TX-1327,2026-08-15,Saturday,Detergente Opal 1kg,Limpieza,WhatsApp,4,12.0,48.0,32.8,15.2
TX-1328,2026-08-15,Saturday,Aceite Primor 1L,Abarrotes,Yape / Plin,5,11.5,57.5,42.5,15.0
TX-1329,2026-08-15,Saturday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1330,2026-08-15,Saturday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1331,2026-08-15,Saturday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1332,2026-08-15,Saturday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,4,34.0,136.0,96.0,40.0
TX-1333,2026-08-16,Sunday,Leche Gloria 400g,Lácteos,WhatsApp,3,4.2,12.6,9.3,3.3
TX-1334,2026-08-16,Sunday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1335,2026-08-16,Sunday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,4,34.0,136.0,96.0,40.0
TX-1336,2026-08-16,Sunday,Aceite Primor 1L,Abarrotes,Delivery / App,2,11.5,23.0,17.0,6.0
TX-1337,2026-08-16,Sunday,Inca Kola 1.5L,Bebidas,WhatsApp,2,7.5,15.0,9.6,5.4
TX-1338,2026-08-16,Sunday,Detergente Opal 1kg,Limpieza,WhatsApp,2,12.0,24.0,16.4,7.6
TX-1339,2026-08-16,Sunday,Galletas Soda Field,Snacks,WhatsApp,4,2.5,10.0,5.6,4.4
TX-1340,2026-08-16,Sunday,Inca Kola 1.5L,Bebidas,Delivery / App,4,7.5,30.0,19.2,10.8
TX-1341,2026-08-16,Sunday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,5,34.0,170.0,120.0,50.0
TX-1342,2026-08-16,Sunday,Aceite Primor 1L,Abarrotes,WhatsApp,1,11.5,11.5,8.5,3.0
TX-1343,2026-08-16,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1344,2026-08-16,Sunday,Cerveza Cusqueña 6pack,Bebidas,Delivery / App,1,34.0,34.0,24.0,10.0
TX-1345,2026-08-16,Sunday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1346,2026-08-16,Sunday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,2,34.0,68.0,48.0,20.0
TX-1347,2026-08-16,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,1,12.0,12.0,8.2,3.8
TX-1348,2026-08-16,Sunday,Detergente Opal 1kg,Limpieza,WhatsApp,3,12.0,36.0,24.6,11.4
TX-1349,2026-08-16,Sunday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,1,34.0,34.0,24.0,10.0
TX-1350,2026-08-16,Sunday,Aceite Primor 1L,Abarrotes,Yape / Plin,4,11.5,46.0,34.0,12.0
TX-1351,2026-08-16,Sunday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1352,2026-08-16,Sunday,Inca Kola 1.5L,Bebidas,Yape / Plin,1,7.5,7.5,4.8,2.7
TX-1353,2026-08-16,Sunday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1354,2026-08-16,Sunday,Leche Gloria 400g,Lácteos,Delivery / App,2,4.2,8.4,6.2,2.2
TX-1355,2026-08-16,Sunday,Pollo Entero kg,Carnes/Frescos,Tienda Física,3,9.8,29.4,20.7,8.7
TX-1356,2026-08-17,Monday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1357,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Delivery / App,5,12.0,60.0,41.0,19.0
TX-1358,2026-08-17,Monday,Arroz Costeño 5kg,Abarrotes,WhatsApp,5,24.5,122.5,90.0,32.5
TX-1359,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1360,2026-08-17,Monday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1361,2026-08-17,Monday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1362,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1363,2026-08-17,Monday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1364,2026-08-17,Monday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1365,2026-08-17,Monday,Leche Gloria 400g,Lácteos,Yape / Plin,3,4.2,12.6,9.3,3.3
TX-1366,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,WhatsApp,5,12.0,60.0,41.0,19.0
TX-1367,2026-08-17,Monday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,3,34.0,102.0,72.0,30.0
TX-1368,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1369,2026-08-17,Monday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1370,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1371,2026-08-17,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1372,2026-08-17,Monday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1373,2026-08-17,Monday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1374,2026-08-17,Monday,Galletas Soda Field,Snacks,Yape / Plin,4,2.5,10.0,5.6,4.4
TX-1375,2026-08-17,Monday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1376,2026-08-17,Monday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1377,2026-08-17,Monday,Leche Gloria 400g,Lácteos,WhatsApp,5,4.2,21.0,15.5,5.5
TX-1378,2026-08-18,Tuesday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1379,2026-08-18,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,4,24.5,98.0,72.0,26.0
TX-1380,2026-08-18,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,3,11.5,34.5,25.5,9.0
TX-1381,2026-08-18,Tuesday,Detergente Opal 1kg,Limpieza,Delivery / App,3,12.0,36.0,24.6,11.4
TX-1382,2026-08-18,Tuesday,Inca Kola 1.5L,Bebidas,Tienda Física,5,7.5,37.5,24.0,13.5
TX-1383,2026-08-18,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1384,2026-08-18,Tuesday,Galletas Soda Field,Snacks,Tienda Física,1,2.5,2.5,1.4,1.1
TX-1385,2026-08-18,Tuesday,Leche Gloria 400g,Lácteos,Yape / Plin,5,4.2,21.0,15.5,5.5
TX-1386,2026-08-18,Tuesday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,4,34.0,136.0,96.0,40.0
TX-1387,2026-08-18,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1388,2026-08-18,Tuesday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1389,2026-08-18,Tuesday,Galletas Soda Field,Snacks,Yape / Plin,4,2.5,10.0,5.6,4.4
TX-1390,2026-08-18,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1391,2026-08-18,Tuesday,Inca Kola 1.5L,Bebidas,Delivery / App,3,7.5,22.5,14.4,8.1
TX-1392,2026-08-18,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,4,12.0,48.0,32.8,15.2
TX-1393,2026-08-18,Tuesday,Aceite Primor 1L,Abarrotes,Yape / Plin,3,11.5,34.5,25.5,9.0
TX-1394,2026-08-18,Tuesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,1,9.8,9.8,6.9,2.9
TX-1395,2026-08-18,Tuesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1396,2026-08-18,Tuesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1397,2026-08-18,Tuesday,Detergente Opal 1kg,Limpieza,Tienda Física,3,12.0,36.0,24.6,11.4
TX-1398,2026-08-19,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,5,11.5,57.5,42.5,15.0
TX-1399,2026-08-19,Wednesday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
TX-1400,2026-08-19,Wednesday,Aceite Primor 1L,Abarrotes,Yape / Plin,5,11.5,57.5,42.5,15.0
TX-1401,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1402,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,2,24.5,49.0,36.0,13.0
TX-1403,2026-08-19,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1404,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,1,4.2,4.2,3.1,1.1
TX-1405,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,WhatsApp,2,4.2,8.4,6.2,2.2
TX-1406,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,5,24.5,122.5,90.0,32.5
TX-1407,2026-08-19,Wednesday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,1,34.0,34.0,24.0,10.0
TX-1408,2026-08-19,Wednesday,Inca Kola 1.5L,Bebidas,Tienda Física,2,7.5,15.0,9.6,5.4
TX-1409,2026-08-19,Wednesday,Aceite Primor 1L,Abarrotes,Delivery / App,4,11.5,46.0,34.0,12.0
TX-1410,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1411,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1412,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1413,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,Tienda Física,3,24.5,73.5,54.0,19.5
TX-1414,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1415,2026-08-19,Wednesday,Pollo Entero kg,Carnes/Frescos,Tienda Física,5,9.8,49.0,34.5,14.5
TX-1416,2026-08-19,Wednesday,Aceite Primor 1L,Abarrotes,Tienda Física,4,11.5,46.0,34.0,12.0
TX-1417,2026-08-19,Wednesday,Leche Gloria 400g,Lácteos,Yape / Plin,3,4.2,12.6,9.3,3.3
TX-1418,2026-08-19,Wednesday,Arroz Costeño 5kg,Abarrotes,WhatsApp,3,24.5,73.5,54.0,19.5
TX-1419,2026-08-20,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,2,24.5,49.0,36.0,13.0
TX-1420,2026-08-20,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1421,2026-08-20,Thursday,Arroz Costeño 5kg,Abarrotes,WhatsApp,1,24.5,24.5,18.0,6.5
TX-1422,2026-08-20,Thursday,Pollo Entero kg,Carnes/Frescos,Tienda Física,2,9.8,19.6,13.8,5.8
TX-1423,2026-08-20,Thursday,Leche Gloria 400g,Lácteos,Tienda Física,3,4.2,12.6,9.3,3.3
TX-1424,2026-08-20,Thursday,Inca Kola 1.5L,Bebidas,Delivery / App,4,7.5,30.0,19.2,10.8
TX-1425,2026-08-20,Thursday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1426,2026-08-20,Thursday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,4,34.0,136.0,96.0,40.0
TX-1427,2026-08-20,Thursday,Arroz Costeño 5kg,Abarrotes,Yape / Plin,5,24.5,122.5,90.0,32.5
TX-1428,2026-08-20,Thursday,Arroz Costeño 5kg,Abarrotes,Tienda Física,1,24.5,24.5,18.0,6.5
TX-1429,2026-08-20,Thursday,Detergente Opal 1kg,Limpieza,WhatsApp,3,12.0,36.0,24.6,11.4
TX-1430,2026-08-20,Thursday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,1,34.0,34.0,24.0,10.0
TX-1431,2026-08-20,Thursday,Detergente Opal 1kg,Limpieza,Delivery / App,1,12.0,12.0,8.2,3.8
TX-1432,2026-08-21,Friday,Galletas Soda Field,Snacks,Delivery / App,3,2.5,7.5,4.2,3.3
TX-1433,2026-08-21,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1434,2026-08-21,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,1,11.5,11.5,8.5,3.0
TX-1435,2026-08-21,Friday,Cerveza Cusqueña 6pack,Bebidas,Tienda Física,2,34.0,68.0,48.0,20.0
TX-1436,2026-08-21,Friday,Galletas Soda Field,Snacks,WhatsApp,5,2.5,12.5,7.0,5.5
TX-1437,2026-08-21,Friday,Leche Gloria 400g,Lácteos,Tienda Física,2,4.2,8.4,6.2,2.2
TX-1438,2026-08-21,Friday,Cerveza Cusqueña 6pack,Bebidas,WhatsApp,2,34.0,68.0,48.0,20.0
TX-1439,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,3,7.5,22.5,14.4,8.1
TX-1440,2026-08-21,Friday,Aceite Primor 1L,Abarrotes,WhatsApp,1,11.5,11.5,8.5,3.0
TX-1441,2026-08-21,Friday,Pollo Entero kg,Carnes/Frescos,WhatsApp,3,9.8,29.4,20.7,8.7
TX-1442,2026-08-21,Friday,Cerveza Cusqueña 6pack,Bebidas,Yape / Plin,2,34.0,68.0,48.0,20.0
TX-1443,2026-08-21,Friday,Leche Gloria 400g,Lácteos,WhatsApp,2,4.2,8.4,6.2,2.2
TX-1444,2026-08-21,Friday,Inca Kola 1.5L,Bebidas,Tienda Física,1,7.5,7.5,4.8,2.7
TX-1445,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,WhatsApp,1,12.0,12.0,8.2,3.8
TX-1446,2026-08-21,Friday,Arroz Costeño 5kg,Abarrotes,WhatsApp,5,24.5,122.5,90.0,32.5
TX-1447,2026-08-21,Friday,Detergente Opal 1kg,Limpieza,Tienda Física,2,12.0,24.0,16.4,7.6
TX-1448,2026-08-21,Friday,Aceite Primor 1L,Abarrotes,Tienda Física,2,11.5,23.0,17.0,6.0
TX-1449,2026-08-21,Friday,Galletas Soda Field,Snacks,Tienda Física,5,2.5,12.5,7.0,5.5
